Location,Area (sqft),Bedrooms,Bathrooms,Parking Spaces,Age of Property (years),Floor,Total Floors,Furnishing,Property Type,Nearby Metro (Y/N),Price (Lakhs)
Indiranagar,3729,2,4,1,0,2,2,Fully-Furnished,Apartment,Y,227.24
Malleswaram,3860,2,5,3,11,2,2,Unfurnished,Apartment,Y,193.57
Electronic City,3535,2,4,2,6,1,2,Unfurnished,Apartment,Y,189.64
Kengeri,4580,2,5,3,7,1,3,Unfurnished,Independent House,N,241.91
Koramangala,887,3,5,3,22,6,6,Fully-Furnished,Apartment,Y,88.49
BTM Layout,961,4,1,2,9,2,6,Semi-Furnished,Apartment,N,64.61
Malleshwaram,821,1,2,1,9,2,5,Fully-Furnished,Independent House,N,83.42
Ulsoor,2345,4,2,1,20,5,9,Unfurnished,Apartment,N,110.44
Yelahanka,633,4,3,0,7,3,6,Fully-Furnished,Apartment,Y,40.73
BTM Layout,4351,4,5,3,12,1,2,Semi-Furnished,Apartment,Y,188.16
Marathahalli,1153,2,4,2,2,5,7,Semi-Furnished,Independent House,Y,62.03
Bannerghatta Road,3380,4,3,3,4,6,10,Semi-Furnished,Apartment,N,181.79
Koramangala,4462,4,3,3,18,6,7,Unfurnished,Apartment,Y,458.04
Basavanagudi,4733,4,4,2,30,3,4,Semi-Furnished,Apartment,Y,279.38
Hebbal,2297,2,4,2,27,2,6,Unfurnished,Independent House,N,122.42
Electronic City,2112,3,4,1,19,6,7,Unfurnished,Apartment,N,86.75
Whitefield,3503,1,3,1,11,1,2,Unfurnished,Independent House,Y,214.88
HSR Layout,3494,2,4,3,20,1,4,Semi-Furnished,Apartment,N,141.92
Electronic City,3721,2,3,2,8,1,1,Unfurnished,Independent House,Y,177.95
Basavanagudi,2541,4,3,3,4,1,3,Semi-Furnished,Apartment,N,184.56
Malleshwaram,4743,1,1,0,20,4,6,Unfurnished,Apartment,N,428.97
BTM Layout,3398,1,4,0,19,6,7,Semi-Furnished,Apartment,N,253.32
Ulsoor,3403,5,4,2,26,8,10,Fully-Furnished,Independent House,N,161.52
JP Nagar,2185,4,3,1,18,9,10,Semi-Furnished,Apartment,N,165.53
Yelahanka,2322,3,5,2,13,3,3,Unfurnished,Apartment,N,137.02
Ulsoor,4094,2,5,3,0,1,2,Unfurnished,Apartment,N,246.04
Ulsoor,2845,1,5,2,25,1,4,Fully-Furnished,Independent House,Y,119.38
Rajajinagar,2848,1,2,0,21,3,9,Semi-Furnished,Independent House,N,134.18
Whitefield,1657,2,2,2,24,7,8,Semi-Furnished,Independent House,N,119.21
Rajajinagar,3544,1,2,0,29,4,9,Unfurnished,Independent House,N,178.28
Kengeri,4663,3,4,3,10,1,2,Semi-Furnished,Independent House,Y,264.28
HSR Layout,2576,1,4,3,19,4,7,Unfurnished,Independent House,N,169.12
Malleshwaram,782,5,1,2,28,4,4,Fully-Furnished,Apartment,N,50.41
Ulsoor,1755,5,5,3,0,4,4,Unfurnished,Independent House,Y,85.43
Indiranagar,4120,3,4,1,21,5,9,Unfurnished,Independent House,Y,352.25
Koramangala,3732,2,4,3,7,1,1,Fully-Furnished,Independent House,N,378.3
Sarjapur Road,2505,4,3,3,8,3,4,Fully-Furnished,Apartment,Y,169.73
JP Nagar,2327,3,4,0,13,1,1,Fully-Furnished,Independent House,Y,162.45
Electronic City,1408,2,2,3,8,7,9,Fully-Furnished,Apartment,N,73.83
Basavanagudi,2726,3,4,1,24,1,2,Unfurnished,Independent House,Y,172.3
Bellandur,2137,3,2,0,11,1,7,Semi-Furnished,Independent House,N,153.37
Electronic City,2968,3,2,1,25,4,8,Unfurnished,Apartment,N,219.51
JP Nagar,738,5,5,0,14,3,10,Fully-Furnished,Independent House,Y,51.65
BTM Layout,4272,1,2,1,22,2,3,Semi-Furnished,Independent House,N,186.58
Malleswaram,2279,4,4,3,22,1,7,Fully-Furnished,Apartment,Y,170.55
Jayanagar,1906,1,2,2,11,3,9,Unfurnished,Apartment,Y,119.64
Indiranagar,2213,5,4,3,29,2,2,Semi-Furnished,Independent House,Y,198.31
Basavanagudi,3668,2,3,2,10,1,3,Unfurnished,Independent House,N,177.52
Malleshwaram,2554,3,2,1,4,3,8,Semi-Furnished,Independent House,N,238.01
Hebbal,2222,3,5,2,19,5,5,Unfurnished,Independent House,Y,158.86
Koramangala,4520,4,3,3,1,8,10,Semi-Furnished,Independent House,N,439.31
Basavanagudi,644,4,5,2,7,3,6,Unfurnished,Apartment,Y,32.99
Bannerghatta Road,4071,4,5,1,15,2,2,Unfurnished,Apartment,Y,292.45
Hebbal,4606,3,2,1,17,2,3,Semi-Furnished,Independent House,Y,190.68
Koramangala,816,1,5,2,29,4,6,Fully-Furnished,Apartment,N,70.9
Bannerghatta Road,4226,5,1,3,15,1,4,Unfurnished,Apartment,Y,330.8
JP Nagar,2091,3,5,1,18,1,8,Fully-Furnished,Independent House,Y,155.39
Jayanagar,2881,2,4,2,24,9,9,Semi-Furnished,Apartment,N,152.83
Koramangala,4426,1,2,0,16,1,1,Unfurnished,Independent House,Y,429.85
Marathahalli,2713,3,3,1,3,5,6,Fully-Furnished,Independent House,Y,118.69
BTM Layout,1420,5,2,2,19,1,6,Unfurnished,Apartment,N,59.22
Sarjapur Road,2584,1,2,1,16,2,5,Unfurnished,Independent House,N,180.69
Malleshwaram,2809,3,4,3,6,7,7,Fully-Furnished,Apartment,N,268.74
Koramangala,4263,4,3,3,17,1,1,Unfurnished,Independent House,Y,224.55
Rajajinagar,873,1,2,0,22,2,2,Unfurnished,Independent House,N,47.87
Hebbal,4255,1,1,0,13,1,1,Unfurnished,Independent House,N,324.19
Bannerghatta Road,1363,1,5,3,11,1,1,Unfurnished,Apartment,Y,61.85
Yelahanka,3437,1,5,2,2,8,9,Fully-Furnished,Apartment,N,190.39
Electronic City,3737,2,4,0,11,1,6,Fully-Furnished,Independent House,Y,184.59
Yelahanka,2172,2,4,3,29,4,8,Unfurnished,Apartment,N,93.93
Electronic City,1188,2,3,3,24,3,3,Fully-Furnished,Independent House,Y,62.91
JP Nagar,1299,1,3,0,23,1,7,Fully-Furnished,Independent House,Y,65.72
Malleswaram,656,3,1,0,9,3,3,Fully-Furnished,Independent House,N,51.87
Electronic City,2785,1,2,2,9,1,1,Unfurnished,Apartment,N,125.29
Bannerghatta Road,3102,2,1,2,14,6,8,Unfurnished,Apartment,Y,202.99
Malleshwaram,2802,2,3,0,3,2,2,Semi-Furnished,Independent House,N,255.55
HSR Layout,3692,2,3,0,10,5,10,Fully-Furnished,Apartment,N,217.38
Ulsoor,4523,3,2,0,14,9,10,Semi-Furnished,Independent House,Y,356.93
Rajajinagar,3308,2,3,1,27,8,9,Unfurnished,Independent House,N,244.67
Malleshwaram,4419,1,3,2,20,1,1,Fully-Furnished,Independent House,Y,329.47
Yelahanka,1850,1,5,2,16,1,2,Fully-Furnished,Apartment,N,77.56
Kengeri,2057,3,2,2,12,5,8,Unfurnished,Apartment,N,116.9
Jayanagar,771,4,4,0,3,4,8,Fully-Furnished,Independent House,N,76.05
Ulsoor,897,1,3,2,21,4,10,Fully-Furnished,Apartment,N,53.11
Jayanagar,3778,1,3,3,20,4,8,Unfurnished,Apartment,N,212.44
Bellandur,617,2,2,2,18,3,8,Fully-Furnished,Apartment,Y,42.91
Yelahanka,2629,5,1,1,25,3,7,Fully-Furnished,Apartment,Y,160.23
Kengeri,3455,2,5,1,25,1,1,Fully-Furnished,Independent House,N,160.51
Basavanagudi,2444,1,5,3,28,2,5,Semi-Furnished,Independent House,N,114.15
BTM Layout,730,3,1,1,19,1,7,Unfurnished,Apartment,Y,41.5
Kengeri,1002,1,1,1,20,3,7,Fully-Furnished,Independent House,Y,61.64
Kengeri,2816,2,1,1,19,4,7,Fully-Furnished,Apartment,Y,172.84
HSR Layout,2450,4,5,1,9,2,2,Fully-Furnished,Apartment,N,149.83
Koramangala,3797,2,2,0,11,10,10,Fully-Furnished,Apartment,N,319.76
Jayanagar,2044,5,5,3,29,1,2,Fully-Furnished,Independent House,Y,129.72
Indiranagar,1136,3,3,0,27,2,3,Fully-Furnished,Independent House,N,116.58
Bellandur,2850,1,2,3,29,1,1,Semi-Furnished,Apartment,N,131.69
Electronic City,4084,2,3,1,17,2,7,Semi-Furnished,Apartment,N,196.76
Ulsoor,2977,1,2,0,14,5,9,Semi-Furnished,Apartment,Y,205.44
Bellandur,986,2,5,3,22,2,3,Semi-Furnished,Independent House,N,63.67
Ulsoor,2043,2,5,3,22,2,3,Unfurnished,Apartment,Y,89.42
Yelahanka,1115,3,2,2,4,1,1,Fully-Furnished,Independent House,Y,76.56
Bellandur,1711,3,2,2,12,4,6,Fully-Furnished,Independent House,Y,92.44
BTM Layout,4760,1,1,1,1,6,7,Semi-Furnished,Apartment,Y,292.5
Ulsoor,1483,2,5,3,2,2,6,Unfurnished,Independent House,Y,104.94
Electronic City,2349,2,4,2,0,1,4,Fully-Furnished,Independent House,N,178.89
Malleshwaram,1272,3,5,3,2,4,6,Semi-Furnished,Apartment,Y,70.84
Jayanagar,3324,4,5,1,3,2,2,Semi-Furnished,Apartment,Y,262.75
Marathahalli,4311,1,2,2,10,4,6,Semi-Furnished,Independent House,Y,224.74
Hebbal,4415,3,5,2,5,2,9,Unfurnished,Apartment,N,248.5
Koramangala,3678,1,2,1,17,3,7,Semi-Furnished,Apartment,Y,238.6
Rajajinagar,1491,3,5,1,1,2,6,Semi-Furnished,Independent House,N,99.76
JP Nagar,4608,3,5,1,4,2,2,Unfurnished,Independent House,N,256.53
BTM Layout,4061,4,5,3,7,4,7,Semi-Furnished,Independent House,Y,248.22
HSR Layout,3668,1,3,3,8,1,5,Unfurnished,Independent House,N,200.64
Yelahanka,2018,1,2,3,19,1,8,Fully-Furnished,Independent House,N,151.32
Jayanagar,1279,5,4,2,3,1,2,Fully-Furnished,Independent House,Y,105.74
Sarjapur Road,3747,2,2,2,22,1,1,Fully-Furnished,Apartment,Y,213.28
Whitefield,4384,3,1,3,15,1,8,Semi-Furnished,Apartment,N,312.33
Bannerghatta Road,1505,1,4,3,21,1,1,Fully-Furnished,Apartment,N,109.3
Bellandur,3453,5,2,3,19,4,4,Unfurnished,Apartment,Y,185.03
Hebbal,1797,2,5,0,21,1,1,Unfurnished,Independent House,N,87.53
Jayanagar,1303,2,3,0,27,6,9,Unfurnished,Independent House,N,130.69
Marathahalli,4901,3,3,2,0,2,3,Fully-Furnished,Apartment,N,249.41
Yelahanka,1572,4,4,2,16,9,10,Unfurnished,Independent House,Y,83.08
Malleshwaram,4620,4,5,3,25,2,5,Unfurnished,Independent House,Y,281.59
Yelahanka,4887,2,2,1,8,1,1,Unfurnished,Apartment,N,211.78
Ulsoor,721,2,2,3,1,5,9,Unfurnished,Independent House,Y,42.61
Rajajinagar,2759,1,3,3,28,1,1,Unfurnished,Independent House,N,168.66
Kengeri,1489,3,2,3,27,1,2,Fully-Furnished,Apartment,N,115.76
Malleswaram,1416,5,4,3,7,1,10,Unfurnished,Apartment,Y,109.08
Sarjapur Road,2247,4,2,3,30,2,3,Semi-Furnished,Independent House,Y,143.31
Yelahanka,1269,2,4,2,0,2,4,Fully-Furnished,Independent House,Y,88.67
Electronic City,864,2,3,2,5,2,2,Fully-Furnished,Apartment,N,45.18
JP Nagar,4678,1,2,3,8,2,8,Unfurnished,Apartment,N,269.18
Basavanagudi,1496,4,1,1,3,10,10,Unfurnished,Apartment,Y,83.84
Electronic City,3956,5,2,3,28,3,6,Fully-Furnished,Independent House,Y,173.47
Rajajinagar,915,2,4,2,15,7,8,Unfurnished,Apartment,Y,38.23
Bellandur,2774,5,1,2,5,5,6,Unfurnished,Independent House,Y,137.73
Whitefield,2657,3,4,3,6,1,6,Semi-Furnished,Independent House,Y,136.08
Bellandur,1310,5,2,2,25,4,8,Semi-Furnished,Apartment,Y,86.88
Jayanagar,2880,5,3,1,14,1,1,Fully-Furnished,Independent House,Y,175.58
Electronic City,4900,2,1,2,17,1,3,Semi-Furnished,Apartment,Y,268.56
Jayanagar,941,1,5,1,22,1,3,Fully-Furnished,Apartment,N,71.34
Basavanagudi,2026,5,5,3,14,1,1,Fully-Furnished,Independent House,N,92.94
Yelahanka,1559,3,4,3,20,1,7,Semi-Furnished,Independent House,N,123.99
Malleshwaram,1003,2,4,2,11,2,3,Semi-Furnished,Apartment,N,70.61
Malleshwaram,2979,4,4,1,5,1,1,Unfurnished,Apartment,Y,307.52
Malleshwaram,2284,1,5,1,17,1,1,Fully-Furnished,Independent House,N,163.99
Malleshwaram,4768,2,3,1,5,4,10,Fully-Furnished,Apartment,N,461.17
Sarjapur Road,952,4,5,3,3,1,2,Unfurnished,Apartment,N,57.29
Malleshwaram,4388,2,1,2,16,6,8,Unfurnished,Apartment,Y,250.96
Basavanagudi,2651,2,2,0,26,5,5,Fully-Furnished,Apartment,N,181.87
Bannerghatta Road,3874,1,2,2,13,7,7,Semi-Furnished,Apartment,N,176.82
Rajajinagar,1960,1,2,0,20,1,3,Fully-Furnished,Independent House,Y,117.47
Basavanagudi,4870,1,5,0,1,2,3,Semi-Furnished,Apartment,N,330.07
Marathahalli,3860,1,2,1,1,8,8,Semi-Furnished,Independent House,N,202.95
Kengeri,3649,2,2,3,27,6,9,Unfurnished,Apartment,N,201.61
Malleshwaram,2553,2,5,1,29,2,4,Unfurnished,Apartment,Y,173.16
Malleshwaram,1780,4,2,0,0,1,2,Unfurnished,Apartment,Y,152.25
Bellandur,2459,5,5,1,25,5,7,Unfurnished,Independent House,N,122.98
Hebbal,3044,4,4,2,20,7,10,Semi-Furnished,Independent House,Y,128.04
Indiranagar,1339,4,1,2,2,1,3,Unfurnished,Apartment,Y,138.47
Koramangala,845,5,1,1,29,2,9,Semi-Furnished,Apartment,N,64.02
Ulsoor,1231,3,4,3,25,3,4,Unfurnished,Independent House,Y,76.57
Yelahanka,1412,2,3,3,7,1,2,Unfurnished,Independent House,Y,110.39
Electronic City,973,3,2,2,24,2,2,Fully-Furnished,Apartment,N,43.2
Rajajinagar,1881,3,4,0,10,5,9,Unfurnished,Independent House,N,140.09
Indiranagar,3049,3,1,2,29,6,8,Fully-Furnished,Apartment,N,268.99
Malleshwaram,2132,2,2,1,6,1,1,Unfurnished,Apartment,Y,138.25
Indiranagar,1988,2,1,2,20,9,9,Unfurnished,Apartment,Y,193.08
Electronic City,851,2,2,0,25,5,7,Unfurnished,Apartment,Y,42.03
Sarjapur Road,4332,3,5,2,16,5,5,Fully-Furnished,Independent House,N,326.32
Ulsoor,1611,4,1,1,3,3,9,Fully-Furnished,Apartment,N,69.44
Whitefield,3395,2,4,1,14,6,7,Semi-Furnished,Apartment,N,166.0
Whitefield,601,5,2,0,2,1,1,Semi-Furnished,Apartment,N,40.76
Sarjapur Road,3018,3,3,0,24,3,6,Semi-Furnished,Apartment,N,181.74
Koramangala,1742,1,5,1,4,1,1,Semi-Furnished,Independent House,Y,107.0
Basavanagudi,642,2,5,3,28,8,9,Semi-Furnished,Apartment,Y,34.18
Malleshwaram,1484,2,1,0,29,7,10,Fully-Furnished,Independent House,N,113.26
Ulsoor,2859,4,2,0,12,1,6,Unfurnished,Independent House,N,212.16
BTM Layout,3145,4,3,0,16,5,8,Fully-Furnished,Apartment,N,127.05
Koramangala,2882,5,2,3,11,4,10,Semi-Furnished,Apartment,N,240.59
Jayanagar,3448,3,4,2,21,7,10,Unfurnished,Independent House,N,334.19
Malleswaram,1858,2,4,1,21,2,2,Semi-Furnished,Independent House,Y,126.91
Indiranagar,2392,3,2,0,3,1,1,Unfurnished,Apartment,Y,193.54
Indiranagar,1788,4,1,1,25,5,10,Unfurnished,Apartment,Y,163.6
Malleshwaram,4616,1,3,3,11,8,9,Fully-Furnished,Independent House,Y,336.86
Ulsoor,4242,2,2,3,1,4,4,Semi-Furnished,Apartment,Y,227.28
Electronic City,3815,2,1,3,6,4,10,Fully-Furnished,Apartment,Y,178.13
Bannerghatta Road,1954,5,5,0,30,1,1,Fully-Furnished,Independent House,N,148.68
Rajajinagar,2433,5,4,0,22,3,3,Semi-Furnished,Apartment,Y,98.48
Malleshwaram,4636,2,3,0,26,5,7,Fully-Furnished,Apartment,N,268.01
Kengeri,4967,5,3,3,21,2,4,Semi-Furnished,Apartment,Y,325.5
Whitefield,1176,1,1,3,17,1,6,Unfurnished,Apartment,N,71.82
JP Nagar,1178,5,1,1,29,3,5,Fully-Furnished,Independent House,Y,68.38
BTM Layout,4568,2,4,2,21,6,6,Semi-Furnished,Apartment,Y,240.66
HSR Layout,1548,3,1,1,1,7,8,Fully-Furnished,Independent House,Y,108.43
Koramangala,1968,5,2,3,10,1,1,Fully-Furnished,Apartment,Y,204.0
Electronic City,3135,5,5,2,11,1,1,Semi-Furnished,Apartment,N,213.8
Electronic City,1218,2,5,2,19,2,3,Unfurnished,Independent House,N,79.52
Yelahanka,3292,1,4,1,9,1,9,Fully-Furnished,Apartment,N,195.38
Ulsoor,2840,2,5,1,8,1,1,Semi-Furnished,Apartment,N,147.44
BTM Layout,3393,4,1,3,18,1,1,Semi-Furnished,Apartment,Y,179.39
JP Nagar,2360,5,2,1,21,2,5,Unfurnished,Independent House,N,158.53
Whitefield,1868,1,1,1,5,7,8,Unfurnished,Apartment,Y,99.56
Bannerghatta Road,3302,3,1,3,6,8,9,Unfurnished,Independent House,Y,222.55
Ulsoor,2115,4,4,2,6,1,1,Fully-Furnished,Apartment,Y,138.79
Indiranagar,3432,1,1,2,9,2,2,Fully-Furnished,Independent House,Y,226.72
Bannerghatta Road,4183,2,2,2,15,4,8,Unfurnished,Independent House,N,310.33
JP Nagar,2847,2,4,3,22,1,2,Semi-Furnished,Apartment,N,190.95
Rajajinagar,1482,2,3,2,23,5,5,Fully-Furnished,Independent House,N,60.45
Kengeri,4201,4,4,0,24,5,9,Semi-Furnished,Apartment,Y,213.06
Hebbal,1992,5,5,0,2,6,6,Fully-Furnished,Independent House,Y,139.54
Yelahanka,979,5,4,1,20,3,6,Unfurnished,Apartment,N,50.2
Malleswaram,4961,5,3,3,7,4,8,Unfurnished,Apartment,N,363.52
BTM Layout,1581,4,1,2,23,3,10,Fully-Furnished,Independent House,Y,79.38
Sarjapur Road,2211,1,5,2,24,4,10,Semi-Furnished,Apartment,Y,115.95
Bellandur,2052,4,3,2,5,1,8,Fully-Furnished,Independent House,Y,125.53
Rajajinagar,1650,2,5,3,12,8,9,Fully-Furnished,Apartment,N,108.51
Marathahalli,3741,2,5,0,24,7,7,Semi-Furnished,Independent House,Y,179.5
Ulsoor,3828,1,2,1,27,4,7,Fully-Furnished,Independent House,Y,236.22
Bellandur,3497,5,1,2,20,5,9,Fully-Furnished,Independent House,N,185.79
Hebbal,1994,3,5,0,6,6,8,Fully-Furnished,Apartment,N,88.74
Marathahalli,2508,5,2,1,18,4,6,Unfurnished,Independent House,Y,162.88
Malleshwaram,809,1,2,3,0,2,8,Unfurnished,Independent House,N,68.67
Hebbal,3890,3,2,2,22,1,1,Unfurnished,Apartment,Y,231.95
BTM Layout,3594,2,5,1,10,1,4,Semi-Furnished,Independent House,N,213.3
Electronic City,829,5,2,1,26,1,2,Semi-Furnished,Apartment,Y,42.64
Hebbal,2803,3,5,1,1,3,5,Fully-Furnished,Independent House,Y,223.23
Basavanagudi,2322,4,4,3,10,3,9,Semi-Furnished,Apartment,Y,142.56
BTM Layout,3273,2,5,1,7,5,8,Semi-Furnished,Apartment,Y,161.74
Hebbal,2419,3,5,0,24,3,7,Unfurnished,Apartment,N,184.77
Basavanagudi,4755,3,5,0,11,1,6,Unfurnished,Apartment,N,315.4
Jayanagar,672,3,5,1,23,5,9,Semi-Furnished,Independent House,Y,63.93
Sarjapur Road,2812,4,1,1,11,1,3,Fully-Furnished,Apartment,N,172.99
Kengeri,2521,2,2,1,23,2,2,Semi-Furnished,Independent House,Y,173.6
Ulsoor,3541,5,1,3,24,2,2,Semi-Furnished,Independent House,Y,231.53
Jayanagar,2278,1,3,2,0,4,7,Unfurnished,Independent House,Y,136.03
Marathahalli,2931,3,1,1,18,3,4,Fully-Furnished,Independent House,Y,170.04
Koramangala,1106,3,4,0,25,2,3,Unfurnished,Independent House,N,66.45
Yelahanka,1992,4,3,0,21,1,3,Unfurnished,Apartment,Y,117.53
JP Nagar,4533,5,5,3,4,2,8,Fully-Furnished,Apartment,Y,240.85
Malleswaram,2811,5,3,0,4,6,8,Fully-Furnished,Apartment,Y,156.82
Whitefield,3893,3,1,3,7,1,6,Fully-Furnished,Apartment,N,188.22
Koramangala,4932,2,2,3,28,2,8,Semi-Furnished,Apartment,N,264.73
Malleshwaram,2408,3,4,3,5,6,6,Fully-Furnished,Apartment,N,242.45
HSR Layout,4332,4,4,0,29,3,4,Fully-Furnished,Apartment,N,303.46
HSR Layout,1371,3,5,2,1,5,8,Unfurnished,Independent House,N,68.48
Electronic City,1486,2,1,1,9,2,2,Semi-Furnished,Apartment,Y,96.56
Malleswaram,1058,1,3,1,9,2,4,Unfurnished,Apartment,Y,55.15
Ulsoor,3810,1,1,1,26,1,2,Semi-Furnished,Apartment,Y,280.85
Kengeri,3750,2,5,1,23,8,9,Fully-Furnished,Apartment,Y,264.25
Jayanagar,2450,1,3,0,25,6,6,Fully-Furnished,Independent House,N,227.87
Malleshwaram,3478,5,3,2,2,4,6,Unfurnished,Independent House,N,198.08
JP Nagar,3550,2,3,2,18,7,7,Unfurnished,Apartment,Y,191.86
Basavanagudi,4730,1,3,2,4,4,7,Unfurnished,Apartment,Y,293.17
Malleshwaram,961,4,1,1,16,6,7,Unfurnished,Apartment,N,70.06
Malleswaram,1821,2,5,2,14,1,3,Unfurnished,Independent House,N,137.3
BTM Layout,3636,4,2,0,4,3,6,Fully-Furnished,Apartment,Y,213.99
Kengeri,1335,1,2,3,5,4,4,Fully-Furnished,Apartment,Y,98.88
HSR Layout,1397,3,5,2,20,2,2,Unfurnished,Independent House,Y,90.29
Rajajinagar,2243,4,3,1,15,4,9,Fully-Furnished,Independent House,N,116.33
Ulsoor,3587,4,4,3,14,4,10,Unfurnished,Apartment,Y,274.93
Basavanagudi,2469,2,5,0,24,1,1,Unfurnished,Apartment,N,111.7
Rajajinagar,4789,1,4,3,8,1,4,Unfurnished,Independent House,Y,307.98
HSR Layout,2500,1,2,2,22,1,2,Unfurnished,Independent House,N,154.06
Malleshwaram,683,3,2,0,19,3,10,Unfurnished,Independent House,N,62.98
Rajajinagar,893,4,3,3,8,3,4,Unfurnished,Independent House,N,58.41
Yelahanka,4274,3,1,3,2,2,9,Semi-Furnished,Independent House,Y,254.59
Indiranagar,1210,3,2,3,10,7,10,Fully-Furnished,Independent House,N,87.39
Bannerghatta Road,3865,2,5,3,16,4,5,Semi-Furnished,Apartment,N,177.72
Jayanagar,1552,2,2,0,25,2,4,Fully-Furnished,Independent House,N,101.72
Koramangala,1514,3,2,1,21,4,4,Semi-Furnished,Apartment,Y,154.64
Whitefield,1238,5,2,1,13,3,3,Fully-Furnished,Apartment,N,74.67
JP Nagar,3924,3,1,0,23,3,7,Semi-Furnished,Independent House,N,180.85
HSR Layout,1264,5,4,2,28,5,7,Unfurnished,Independent House,N,51.38
Yelahanka,4005,3,2,0,7,1,9,Unfurnished,Apartment,N,303.29
Whitefield,3187,3,1,3,3,2,2,Unfurnished,Independent House,Y,173.8
HSR Layout,3969,2,3,0,25,1,1,Semi-Furnished,Independent House,N,180.17
Indiranagar,2825,2,4,3,3,4,8,Unfurnished,Apartment,N,253.88
Rajajinagar,3657,5,5,0,5,2,3,Unfurnished,Apartment,Y,178.64
Electronic City,2345,1,5,2,21,1,1,Fully-Furnished,Apartment,N,132.97
Jayanagar,2698,5,2,3,2,2,10,Semi-Furnished,Independent House,N,150.9
Kengeri,2002,1,3,3,26,1,1,Fully-Furnished,Apartment,Y,110.93
Hebbal,3834,1,5,2,20,1,2,Semi-Furnished,Independent House,N,273.44
Malleshwaram,1926,5,1,0,29,7,7,Unfurnished,Independent House,N,149.23
Marathahalli,1724,5,3,2,11,1,8,Semi-Furnished,Apartment,Y,119.35
Electronic City,4681,5,1,3,13,6,9,Semi-Furnished,Independent House,Y,347.66
Koramangala,1223,2,1,1,3,9,9,Fully-Furnished,Apartment,N,126.2
JP Nagar,2551,1,3,3,12,3,10,Unfurnished,Apartment,Y,158.87
Whitefield,1386,1,5,2,6,4,4,Fully-Furnished,Independent House,Y,73.3
Koramangala,4061,2,2,1,28,3,6,Fully-Furnished,Independent House,Y,402.82
Whitefield,3064,4,5,3,21,2,4,Unfurnished,Apartment,Y,179.32
Indiranagar,1957,2,4,2,11,1,2,Semi-Furnished,Independent House,N,182.01
Indiranagar,3004,1,3,2,19,4,6,Fully-Furnished,Independent House,N,258.02
Malleswaram,3802,4,2,2,4,3,4,Fully-Furnished,Apartment,N,199.28
HSR Layout,2055,3,5,2,8,2,4,Semi-Furnished,Apartment,N,104.97
Jayanagar,2734,3,2,0,30,7,7,Semi-Furnished,Apartment,N,162.06
Indiranagar,623,3,4,2,5,2,4,Unfurnished,Independent House,Y,44.2
Basavanagudi,3300,1,5,2,6,1,5,Unfurnished,Independent House,N,242.03
Bellandur,3918,3,3,0,1,1,9,Unfurnished,Independent House,Y,267.84
Bannerghatta Road,1869,2,1,2,15,2,2,Unfurnished,Apartment,Y,143.13
Jayanagar,2283,2,4,2,15,1,1,Semi-Furnished,Independent House,N,196.26
Whitefield,2780,3,2,3,22,7,8,Unfurnished,Independent House,N,166.23
Malleshwaram,1372,4,2,1,6,3,7,Semi-Furnished,Independent House,Y,75.37
Rajajinagar,1165,1,3,2,24,2,2,Unfurnished,Independent House,Y,74.08
Indiranagar,1186,5,4,1,30,8,9,Fully-Furnished,Apartment,N,93.91
Indiranagar,2179,1,1,3,19,2,2,Semi-Furnished,Apartment,N,133.63
Kengeri,3742,5,4,0,25,1,2,Semi-Furnished,Apartment,N,247.0
Malleshwaram,4335,2,3,2,3,1,10,Semi-Furnished,Independent House,Y,445.17
HSR Layout,2279,3,3,3,27,3,4,Semi-Furnished,Apartment,N,145.33
Basavanagudi,2195,3,3,2,21,8,9,Semi-Furnished,Apartment,Y,163.28
Marathahalli,3419,5,1,1,11,7,7,Semi-Furnished,Independent House,Y,164.95
Malleswaram,2622,2,3,3,11,4,7,Unfurnished,Independent House,Y,179.2
JP Nagar,4582,1,3,1,0,8,8,Fully-Furnished,Independent House,Y,338.13
Bannerghatta Road,1620,4,5,1,15,8,9,Fully-Furnished,Independent House,N,98.82
HSR Layout,2462,2,1,1,22,1,3,Fully-Furnished,Apartment,N,122.78
Electronic City,3474,2,2,2,5,4,7,Unfurnished,Independent House,N,167.17
Sarjapur Road,1367,5,1,2,17,3,6,Unfurnished,Apartment,N,88.59
Malleshwaram,809,1,4,0,24,3,8,Unfurnished,Independent House,Y,51.67
Jayanagar,2018,4,1,1,29,1,1,Fully-Furnished,Independent House,N,187.31
Malleswaram,2537,5,4,1,10,1,10,Semi-Furnished,Apartment,Y,102.97
Kengeri,1809,5,4,0,10,2,4,Semi-Furnished,Independent House,N,142.71
Whitefield,895,1,1,3,9,1,1,Fully-Furnished,Apartment,N,40.97
Bellandur,2570,4,4,1,21,2,4,Semi-Furnished,Independent House,Y,179.76
Bannerghatta Road,645,1,4,2,16,4,4,Fully-Furnished,Independent House,N,42.21
Bellandur,1900,1,4,1,1,1,6,Semi-Furnished,Independent House,N,111.07
Malleswaram,4135,1,4,2,27,2,2,Unfurnished,Independent House,N,300.34
Kengeri,1102,3,1,0,21,1,4,Semi-Furnished,Independent House,N,58.59
JP Nagar,835,4,1,2,1,2,10,Semi-Furnished,Independent House,Y,33.72
Marathahalli,4889,5,2,1,13,2,4,Fully-Furnished,Independent House,Y,203.35
Malleshwaram,2047,1,5,3,30,1,9,Fully-Furnished,Apartment,Y,148.53
